{b2191b3f-2453-4d7c-a027-8babfb1c93e1} event:/ambience/dungeon/cove
{24d00e2b-de53-4824-97ca-d3a665d64dd2} event:/char/ally/plague_doctor_noxious_blast
{b2e0b295-cca2-47ec-86f1-ff57c51929d6} event:/char/ally/plague_doctor_noxious_blast_miss
{b8d97fa7-51ed-48e9-af37-2bf6ea5bac5a} event:/char/ally/plague_doctor_plague_grenade
{ef864569-9011-4b8c-8427-4d46ff7d9da5} event:/char/ally/plague_doctor_plague_grenade_miss
{cad9906e-0403-401b-aa78-65f6bd6b269a} event:/char/ally/vestal_dazzling_light
{ac8a76d2-1420-4d3a-b2f1-4f28860e4f42} event:/char/ally/vestal_dazzling_light_miss
{230d2faa-a05d-4b9b-ada1-63be7bfbdef9} event:/char/ally/vestal_divine_grace
{848d7817-51a1-4bcc-a3c0-b8d9224ab190} event:/char/ally/vestal_divine_grace_miss
{39c52d7c-48fa-4923-9129-b717f0fcd420} event:/char/ally/vestal_gods_comfort
{883a4200-0098-4db5-9306-ff55fd4e448e} event:/char/ally/vestal_gods_comfort_miss
{694a46ba-1c6b-450b-8cca-c2b42092f520} event:/char/ally/vestal_gods_hand
{eaff3fa5-aa37-4e00-a006-587e43616200} event:/char/ally/vestal_gods_hand_miss
{634f1e68-e636-410f-8646-24f8b2c03cb0} event:/char/ally/vestal_gods_illumination
{b7f69497-3807-477c-a0c3-56be0d7d401f} event:/char/ally/vestal_gods_illumination_miss
{9e6deeb4-ae04-4d22-8d5c-fad6376b3add} event:/char/ally/darkwraith_firebomb
{2943f606-8cff-4adf-9135-bc156be87f73} event:/char/ally/vestal_judgement
{3b35e023-6ddd-4ca3-91ec-d467963853a7} event:/char/ally/vestal_judgement_miss
{e609c231-fad8-4b42-9117-3f58f98c156e} event:/char/ally/vestal_mace_bash
{4ee60a31-0148-4c82-909f-10fa62b48767} event:/char/ally/vestal_mace_bash_miss
{655cec79-c502-47a9-b9a4-c4b13cfc2067} event:/char/ally/zzz_test1
{f4b92e4f-f14f-43bc-a4b7-a13a6c2ad00f} event:/char/ally/zzz_test1_miss
{9a905ae8-1297-4ceb-8e51-e0db47ab5bd3} event:/char/ally/zzz_test2
{23d6dcf7-4a76-4789-8225-c1825662790c} event:/char/ally/zzz_test2_miss
{6bc4889e-4fac-4b86-a8ec-88987ac8f6e7} event:/char/ally/zzz_test3
{27f46882-e576-4df5-b10f-cef5ed604f5d} event:/char/ally/zzz_test3_miss
{0f6cbcd2-8dd1-4654-8c9e-b03dc734a3bd} event:/char/ally/zzz_test4
{9fbc343a-8f78-4e86-a3b9-80764328ec1a} event:/char/ally/zzz_test4_miss
{e7080f7a-42aa-4460-8650-9b0d6bccd391} event:/char/ally/zzz_test5
{04fd1a0e-30e1-408f-b9ae-80bd20e52895} event:/char/ally/zzz_test5_miss
{05cd56a1-3d3c-4fb5-af42-cb27276d7d28} event:/char/ally/zzz_test6
{c38ca982-eff4-4c79-8142-6d4029bd88fa} event:/char/ally/zzz_test6_miss
{67176dff-85ff-4003-ac82-ca0cadd35452} event:/char/enemy/ancestor_big_ancestor_contemplate
{d58ada68-0f30-4601-8848-78f632a9008d} event:/char/enemy/ancestor_big_ancestor_fuse_all
{c32d59be-70c8-46ab-abf9-c05186294e7f} event:/char/enemy/ancestor_big_ancestor_fuse_all_miss
{d2a740d9-bfd6-40ac-8103-3e12c080f44a} event:/char/enemy/ancestor_big_ancestor_fuse_two
{664176a0-ca5a-4a2c-882f-37d58d2b1b0f} event:/char/enemy/ancestor_big_ancestor_fuse_two_miss
{015984a2-667f-4a1f-bbbf-0d7a15ed40ea} event:/char/enemy/ancestor_big_kill_self
{c8cba5c1-028b-4e67-8807-0fb0379fc5e2} event:/char/enemy/ancestor_big_move
{963323a9-3e23-42ba-8b37-ebc61db38844} event:/char/enemy/ancestor_big_vo_aggro
{00a70e77-0675-48d4-9437-6981066906cb} event:/char/enemy/ancestor_big_vo_crit
{ec40ca4c-847b-4eed-87a1-1d22326d9dd0} event:/char/enemy/ancestor_big_vo_death
{056a0780-31c9-40c3-b60d-0ad4e8e9d37a} event:/char/enemy/ancestor_big_vo_hurt
{1ef8f55b-a7e0-423e-952c-86b1e4d118ed} event:/char/enemy/ancestor_flawed_flawed_mark
{c5c09cf9-a387-4773-a2f1-e92beb9f775e} event:/char/enemy/ancestor_flawed_flawed_mark_miss
{2d982a26-3bbe-4f6f-9885-809cd81d80fe} event:/char/enemy/ancestor_flawed_flawed_reveal
{d31ab157-4eaa-4440-965a-b96a7e89105f} event:/char/enemy/ancestor_flawed_flawed_reveal_miss
{a3d464c0-21a0-4b00-9a9a-a5e839f91d95} event:/char/enemy/ancestor_flawed_move
{3a2d46f1-96ce-4874-bb31-5095299d78ee} event:/char/enemy/ancestor_flawed_vo_aggro
{576c2a65-cd5f-4e3d-a7c2-2a5eda11bb45} event:/char/enemy/ancestor_flawed_vo_crit
{965994a6-de0a-4986-b5db-9af41c975ff3} event:/char/enemy/ancestor_flawed_vo_death
{452c2673-5ae2-4bd6-a10b-fa051e24effd} event:/char/enemy/ancestor_flawed_vo_hurt
{ccd2d7e1-0a5f-4c1d-8dd6-6d5f59bfddd6} event:/char/enemy/ancestor_heart_heart_pierce
{e16528e9-8391-4cbc-a5e8-24d9100d0047} event:/char/enemy/ancestor_heart_heart_pierce_miss
{b140771c-07f1-4734-8c23-5dc130a690f3} event:/char/enemy/ancestor_heart_heart_stress
{6547dbcf-4663-4729-9c8e-74e014e10509} event:/char/enemy/ancestor_heart_heart_stress_miss
{fcd8147b-a84d-4051-88b9-75f284963e46} event:/char/enemy/ancestor_heart_heart_stun
{31b8ec9d-7c2f-4644-b6f9-a6f7718732b0} event:/char/enemy/ancestor_heart_heart_stun_miss
{2db53231-52ba-471d-906c-6060ee4940ea} event:/char/enemy/ancestor_heart_kill_pill
{e70da73f-2bfa-4f9d-a47a-9052175f248d} event:/char/enemy/ancestor_heart_kill_pill_miss
{4a21ae35-bf1b-478c-8dba-8a5b11eb7185} event:/char/enemy/ancestor_heart_move
{78f344ca-9a30-4668-a2c0-709554fe99d5} event:/char/enemy/ancestor_heart_vo_aggro
{ae8b46b2-38cf-4422-b972-350f184738f4} event:/char/enemy/ancestor_heart_vo_crit
{62dccf4f-3805-4ae2-988b-76d604ada164} event:/char/enemy/ancestor_heart_vo_death
{00e8d9db-6108-4549-b0cf-fa1788ff9706} event:/char/enemy/ancestor_heart_vo_hurt
{32217977-f0c1-45cb-a3d0-027295bbe4bc} event:/char/enemy/ancestor_nebula_move
{e4ec95c7-62d3-42d4-86d3-e53b859020a4} event:/char/enemy/ancestor_nebula_vo_aggro
{fea69b70-65a7-4c88-b31c-a3a52f65b3ef} event:/char/enemy/ancestor_nebula_vo_crit
{ffad19a8-350b-4c8c-a7fb-70e284bed2e2} event:/char/enemy/ancestor_nebula_vo_death
{b69de18c-046f-450f-aa6c-7469f4b6fefb} event:/char/enemy/ancestor_nebula_vo_hurt
{b0042ea1-5d9f-4af4-9e01-0fdb3ca9bbc0} event:/char/enemy/ancestor_perfect_move
{6d7d6d29-cd41-4cd5-a31c-4f723b0927c7} event:/char/enemy/ancestor_perfect_perfect_bloodsteal
{63d02795-69a6-4639-9251-daed9dce52dc} event:/char/enemy/ancestor_perfect_perfect_bloodsteal_miss
{90673e3d-7859-4fe9-a6e2-7d09464a6dbd} event:/char/enemy/ancestor_perfect_perfect_reveal
{9fcc0bf8-2e06-4fd1-9216-cfae7b35d48b} event:/char/enemy/ancestor_perfect_perfect_reveal_miss
{55502eec-cb6f-4e5e-8ac2-3a08da0f6b76} event:/char/enemy/ancestor_perfect_vo_aggro
{d33e6219-3423-4f2b-8da8-004da05c2e9d} event:/char/enemy/ancestor_perfect_vo_crit
{75908b6d-0e8f-40b7-aabb-6cfbf37b98fb} event:/char/enemy/ancestor_perfect_vo_death
{8c19f815-ce76-488a-8167-7f282c41e160} event:/char/enemy/ancestor_perfect_vo_hurt
{b6adfc96-a819-4879-8055-dac88f3db71d} event:/char/enemy/ancestor_pod_move
{acd50823-031d-452b-90f2-b673e0444769} event:/char/enemy/ancestor_pod_pod_die
{e90630fb-b1f9-4434-a756-262b2b58dfa1} event:/char/enemy/ancestor_pod_pod_emit
{707c0f13-51e7-4097-bde8-9de402b44267} event:/char/enemy/ancestor_pod_pod_emit_miss
{93bc360d-19d9-42b6-8c59-4a5fbb38c1aa} event:/char/enemy/ancestor_pod_vo_aggro
{4e6d51c0-bf7e-4859-a747-38edb301b971} event:/char/enemy/ancestor_pod_vo_crit
{01d3ab7d-6521-4491-a965-e43eaa5a1749} event:/char/enemy/ancestor_pod_vo_death
{d7b811a1-7933-4693-a17f-50b4158f7eaf} event:/char/enemy/ancestor_pod_vo_hurt
{8a6f74bd-b50a-4100-bed9-912308dca483} event:/char/enemy/ancestor_small_ancestor_aoe_heal
{946e1ae0-1425-4c0a-9e97-bf961e66f32f} event:/char/enemy/ancestor_small_damage
{6d60fc16-25a0-4396-85ba-76f140334b2e} event:/char/enemy/ancestor_small_kill_self
{e641e88a-36e3-4ee2-b8a7-5724ea57c983} event:/char/enemy/ancestor_small_move
{822a1ba0-4d00-46a0-9fc7-d7ff7676a005} event:/char/enemy/ancestor_small_summon_flawed
{4ded6c72-9e7d-401b-a1c7-0f748a87026b} event:/char/enemy/ancestor_small_summon_mixed
{69b905f5-dca4-4f5f-9c37-5aed5c7bb7d5} event:/char/enemy/ancestor_small_summon_perfect
{f990cbea-7986-4554-a0e7-0b8013660461} event:/char/enemy/ancestor_small_vo_aggro
{a52aaa35-ca03-494c-957d-c2cd2331efd0} event:/char/enemy/ancestor_small_vo_crit
{2f8d0e4e-5abd-4554-9cc0-29a0e72c9b37} event:/char/enemy/ancestor_small_vo_death
{1504d0f3-a60f-4009-89f1-419741d10af6} event:/char/enemy/ancestor_small_vo_hurt
{79694c9e-2905-436a-95c3-5f3f419b383a} event:/char/enemy/bloated_corpse_bloated_swipe
{835e1503-c951-4c09-989b-42663e4704dc} event:/char/enemy/bloated_corpse_bloated_swipe_miss
{36b0c68d-c909-45ca-87da-8fd0883ec849} event:/char/enemy/bloated_corpse_explode
{9fa82ba7-b6ae-4d47-95c7-2088d48a3e73} event:/char/enemy/bloated_corpse_explode_miss
{a873a2de-34f5-4692-99c7-60be5d245790} event:/char/enemy/bloated_corpse_move
{c2a1dba8-c541-46d2-8a20-152ea1066561} event:/char/enemy/bloated_corpse_vo_aggro
{bcd71699-e909-45bb-a456-8fa78ef52174} event:/char/enemy/bloated_corpse_vo_crit
{6c1221a8-b642-4651-8ccc-5b1d221a9dca} event:/char/enemy/bloated_corpse_vo_death
{8619b20f-9a57-475e-af67-b392d77f348f} event:/char/enemy/bloated_corpse_vo_hurt
{da04a658-75cc-4bf2-aabd-e0c9fd5a0d58} event:/char/enemy/brigand_barrel_move
{7f1395cc-fafc-4048-817d-35fd054ac208} event:/char/enemy/brigand_barrel_riposte1
{8bccfdcb-7f49-4c99-98ea-09715d7af02b} event:/char/enemy/brigand_barrel_vo_aggro
{154d8d68-8433-4f23-bff7-46ef4ac28977} event:/char/enemy/brigand_barrel_vo_crit
{f47cb008-a0a0-4050-a73b-1aeaf4760086} event:/char/enemy/brigand_barrel_vo_death
{2ce6f9fb-8cec-422f-90e5-e495b6e36015} event:/char/enemy/brigand_barrel_vo_hurt
{0f07c5ca-ba39-4c11-b87c-7eb4790ca770} event:/char/enemy/brigand_blood_move
{cf6d47d5-b575-499d-a1f3-ccb54d1e4621} event:/char/enemy/brigand_blood_point_blank_shot
{21d30ee2-6260-4cb8-871a-dbe11cd8b83a} event:/char/enemy/brigand_blood_point_blank_shot_miss
{331fb84c-7332-4d36-889c-e8829057398e} event:/char/enemy/brigand_blood_vo_aggro
{77fabc3f-2c36-4caa-ae35-56c1fdeaafca} event:/char/enemy/brigand_blood_vo_crit
{d0f41ca0-c1c7-4b5e-b0a9-fea79f1ca206} event:/char/enemy/brigand_blood_vo_death
{ca04de79-9b6e-4a80-bc9f-a94876071827} event:/char/enemy/brigand_blood_vo_hurt
{05d9ea3c-ddb6-4615-8eb9-9fdc0b13d7ce} event:/char/enemy/brigand_blood_whip_party
{835e2b25-9615-4981-a393-35366a00f169} event:/char/enemy/brigand_blood_whip_party_miss
{336f212a-1c07-428d-891a-f57695e2796e} event:/char/enemy/brigand_blood_whip_single
{8ff0e297-2167-4583-8368-5c1149c9af3a} event:/char/enemy/brigand_blood_whip_single_miss
{7fc3af2e-988d-4f85-9774-6e744f697a84} event:/char/enemy/brigand_cannon_cannon_boom
{a329adff-a174-4b3d-a509-696540e23663} event:/char/enemy/brigand_cannon_cannon_boom_miss
{b2aefd18-fbf8-47ca-b6e6-b8f55927e516} event:/char/enemy/brigand_cannon_cannon_misfire
{b93317fb-85c9-4d08-9670-a946e4257dd1} event:/char/enemy/brigand_cannon_cannon_misfire_miss
{8fba252a-cc45-4783-967a-0742af555bb9} event:/char/enemy/brigand_cannon_cannon_summon
{f64a09d0-38f6-4844-bb04-7d73cc0ea4c0} event:/char/enemy/brigand_cannon_cannon_summon_miss
{92917769-19af-48ab-8c66-f9fad3c3dab2} event:/char/enemy/brigand_cannon_vo_aggro
{04f5ff26-6ccd-406f-87c2-8e6bcca772a1} event:/char/enemy/brigand_cannon_vo_death
{c482c887-cbb9-4e27-bc3f-c08485873768} event:/char/enemy/brigand_cannon_vo_hurt
{5c6c7c70-2155-4a03-9078-87244b49ed28} event:/char/enemy/brigand_cutthroat_bandit_stabby
{23464205-125f-4c7e-a4a3-20869cb7f0e0} event:/char/enemy/brigand_cutthroat_bandit_stabby_miss
{6cf1ca2f-e85c-40f2-97b8-516b12a76fca} event:/char/enemy/brigand_cutthroat_bandit_stabby_weak
{f06ad197-fc08-4bf1-acff-eff67b28ff68} event:/char/enemy/brigand_cutthroat_bandit_stabby_weak_miss
{74da511d-eb67-463d-ae35-3e6824df9990} event:/char/enemy/brigand_cutthroat_double_slice
{95a583ea-7930-440b-a19d-ea19de5d0f87} event:/char/enemy/brigand_cutthroat_double_slice_miss
{e8434670-231e-45ab-8549-5dcbfa45db09} event:/char/enemy/brigand_cutthroat_move
{ce596a73-c485-4e71-b489-36aad7d44af6} event:/char/enemy/brigand_cutthroat_uppercut_slice
{1d050776-ae53-40e4-b385-c8769524756d} event:/char/enemy/brigand_cutthroat_uppercut_slice_miss
{becefe49-255e-41bf-8277-069d2fc9d200} event:/char/enemy/brigand_cutthroat_vo_aggro
{67dbaf47-d1fb-4b1b-bd07-f6001b0d3627} event:/char/enemy/brigand_cutthroat_vo_crit
{b8d69f6d-5931-4912-9e52-8cd39d852599} event:/char/enemy/brigand_cutthroat_vo_death
{ab3d66a2-5a5d-4e94-83ff-9c48d6782e5d} event:/char/enemy/brigand_cutthroat_vo_hurt
{e44231e8-f019-4442-a6e8-8fec9c15f89f} event:/char/enemy/brigand_fuseman_hot_shot
{89c0c436-bdb3-4b69-8a4a-febd904fbe4c} event:/char/enemy/brigand_fuseman_hot_shot_miss
{f05e6165-d2a5-4e59-9bd5-13d1b45315d5} event:/char/enemy/brigand_fuseman_light_fuse
{901a02fc-8177-4fd1-9613-d893a6e74d08} event:/char/enemy/brigand_fuseman_move
{534592ce-d4bd-4ecd-8d63-af0366cdc31b} event:/char/enemy/brigand_fuseman_vo_aggro
{87176f95-b461-4ee3-9b52-6c7a618d0f54} event:/char/enemy/brigand_fuseman_vo_crit
{84a99c48-b535-4036-afd4-da9831db6d55} event:/char/enemy/brigand_fuseman_vo_death
{50b46c18-73c7-46a9-8b9b-c136f3f3f45d} event:/char/enemy/brigand_fuseman_vo_hurt
{42131e30-b59d-4669-9a9c-9a7b52d0a043} event:/char/enemy/brigand_fusilier_blunderbuss_shot
{dc2c725c-1f51-4f76-befd-aa103f6e4cfc} event:/char/enemy/brigand_fusilier_blunderbuss_shot_miss
{61a6ef39-fa5e-4d23-9b07-1624a5c06285} event:/char/enemy/brigand_fusilier_move
{bc8ddbf3-34a6-4632-be53-a8a483fb71a5} event:/char/enemy/brigand_fusilier_pickpocket
{7c36cf4c-d4b5-46e5-9662-b678404281ef} event:/char/enemy/brigand_fusilier_pickpocket_miss
{5d048c7b-46a7-4d89-b833-f39a4f51aea3} event:/char/enemy/brigand_fusilier_rushed_shot
{ee1894ad-c882-4d67-8bb5-cdbced68e519} event:/char/enemy/brigand_fusilier_rushed_shot_miss
{cccd6c1e-7088-4ce3-b0b6-23e3cafa79a0} event:/char/enemy/brigand_fusilier_vo_aggro
{725ab3df-b5b8-477b-9f18-eb8f7854a587} event:/char/enemy/brigand_fusilier_vo_crit
{a3606185-8f68-4e77-aaf5-f6accd7dfdf9} event:/char/enemy/brigand_fusilier_vo_death
{f184fc17-0708-4dbe-b990-c5fb7d35b30a} event:/char/enemy/brigand_fusilier_vo_hurt
{35ec2dfd-0a87-4ec6-9495-9a80f52e6113} event:/char/enemy/brigand_hunter_blunderbuss_shot
{150ba65b-2cab-43c9-b99c-0d8912dd546a} event:/char/enemy/brigand_hunter_blunderbuss_shot_miss
{a056610b-540f-433f-9d80-c91c5982b717} event:/char/enemy/brigand_hunter_move
{b49e2eb6-b442-4842-a289-8fecce4b5abe} event:/char/enemy/brigand_hunter_pickpocket
{1f075fb5-8d7e-4221-a248-bbb48b3b6052} event:/char/enemy/brigand_hunter_pickpocket_miss
{ba265831-7ea8-43e8-a728-b4debcbf6485} event:/char/enemy/brigand_hunter_rushed_shot
{47e298d1-070b-4caa-a12c-070127940481} event:/char/enemy/brigand_hunter_rushed_shot_miss
{5f71bc78-e9f1-4050-9c10-748926134b56} event:/char/enemy/brigand_hunter_vo_aggro
{9df153a3-bbab-4e91-88ac-519a1e55f578} event:/char/enemy/brigand_hunter_vo_crit
{07d5c1f0-5f3d-49a9-bf33-164f4ef3217a} event:/char/enemy/brigand_hunter_vo_death
{a2af6f45-9b19-4b2d-896a-94468692ac24} event:/char/enemy/brigand_hunter_vo_hurt
{6abf5250-a069-42bd-909d-6b446a1d2029} event:/char/enemy/brigand_raider_bandit_stabby
{d97c74b8-5443-49a8-9a96-abcfbba75dc3} event:/char/enemy/brigand_raider_bandit_stabby_miss
{e07592e4-85e3-4bae-b734-5f32cade3756} event:/char/enemy/brigand_raider_bandit_stabby_weak
{cb2340f7-474b-4738-8ab7-649f589d25b5} event:/char/enemy/brigand_raider_bandit_stabby_weak_miss
{f6b77fc3-715a-4da2-9dd0-d5a8a6ac467b} event:/char/enemy/brigand_raider_double_slice
{f8c23785-9da5-4a3c-89c2-833c953f3467} event:/char/enemy/brigand_raider_double_slice_miss
{ef2a4a89-40af-4ee4-8b98-ec68fc50f2d4} event:/char/enemy/brigand_raider_move
{debf6cd4-f0b5-468a-8dd7-0725cdd6f4b8} event:/char/enemy/brigand_raider_uppercut_slice
{6dc6cea6-cf59-4ff9-b793-1c2d7b267a9f} event:/char/enemy/brigand_raider_uppercut_slice_miss
{34e786c6-598a-4d8a-a352-7edcc5e5d572} event:/char/enemy/brigand_raider_vo_aggro
{06303f2e-1020-4fbc-b215-0753f2695b46} event:/char/enemy/brigand_raider_vo_crit
{4420699e-fb04-4d3f-a277-c1fc5f52e9d8} event:/char/enemy/brigand_raider_vo_death
{7e0554c8-0bc8-43de-b417-1b6106100e12} event:/char/enemy/brigand_raider_vo_hurt
{c8d44c15-e04e-4142-a251-a01ff418f24c} event:/char/enemy/brigand_sapper_move
{edd12a2d-a2af-4700-8cc1-647a3dc46894} event:/char/enemy/brigand_sapper_rank_target_fx_loop
{78a42c5e-3e3f-4e46-9c72-a5e2c2b959f7} event:/char/enemy/brigand_sapper_sapper_detonate
{3a14e632-2ef2-4cf4-94d0-eb2ad4217e0a} event:/char/enemy/brigand_sapper_sapper_detonate_miss
{bf9eb3e1-f714-46b9-91b1-fe77b7204815} event:/char/enemy/brigand_sapper_sapper_guard
{ba04ace8-2a85-4b93-9901-ee3aa948e606} event:/char/enemy/brigand_sapper_sapper_stress
{8e534a0a-59eb-4f33-8c5e-23a9c979b890} event:/char/enemy/brigand_sapper_sapper_stress_miss
{0fac7761-b6f2-4da6-b30d-58815d4a5e46} event:/char/enemy/brigand_sapper_sapper_summon
{111c3ff5-b689-4c3f-8559-dc6e2227f3ac} event:/char/enemy/brigand_sapper_sapper_summon_miss
{16d1bbda-6c06-40ab-aa28-0f98d6503d40} event:/char/enemy/brigand_sapper_sapper_throw
{b2a70778-970c-4d65-b9e5-db491ce0a23b} event:/char/enemy/brigand_sapper_sapper_throw_miss
{30fe4db3-d828-4930-acf9-3da981862ee5} event:/char/enemy/brigand_sapper_vo_aggro
{49f600bd-bcb9-4997-a13c-6ba35e19f740} event:/char/enemy/brigand_sapper_vo_crit
{f408b10a-6905-479c-b9f1-f6562c3c1b88} event:/char/enemy/brigand_sapper_vo_death
{50ed9363-8df5-4019-aaa3-e68d8be077f7} event:/char/enemy/brigand_sapper_vo_hurt
{2a8e0da8-ebc1-4aba-995a-de1415311383} event:/char/enemy/carrion_eater_big_move
{273d8c16-1482-4da5-b4ab-48dbfa8ab359} event:/char/enemy/carrion_eater_big_tentacle_devour
{0335950c-dd93-4781-9a57-62d80d2c31a2} event:/char/enemy/carrion_eater_big_tentacle_devour_miss
{cf839c49-196b-403c-9756-5f18132a07d8} event:/char/enemy/carrion_eater_big_vo_aggro
{5bc34c6f-3bdc-4387-9731-a87b90c3fb43} event:/char/enemy/carrion_eater_big_vo_crit
{12293776-bdc7-427b-84cb-9300b3ad3c9f} event:/char/enemy/carrion_eater_big_vo_death
{35922852-7268-4bd5-beb5-f5f4b98b148c} event:/char/enemy/carrion_eater_big_vo_hurt
{7eec5031-e940-47b0-b2d7-b67a260ee297} event:/char/enemy/carrion_eater_big_weaken_prey
{5b108cd1-3124-40a5-a562-4e146262e4c5} event:/char/enemy/carrion_eater_big_weaken_prey_miss
{d7912344-abcd-40f2-8e1a-4c41b292790b} event:/char/enemy/carrion_eater_move
{af105370-e4f7-476a-8ff7-3a2ecc2237e6} event:/char/enemy/carrion_eater_munch
{fe63d79f-1ad7-4d94-86cf-2699927622ba} event:/char/enemy/carrion_eater_munch_miss
{6d30b76d-fb57-4ac3-a624-1c9e48e17afe} event:/char/enemy/carrion_eater_vo_aggro
{d4bbe601-d61d-44a8-bf1b-39db5e33a25a} event:/char/enemy/carrion_eater_vo_crit
{c7b93a21-53f5-4d60-b7b0-1c1089e36744} event:/char/enemy/carrion_eater_vo_death
{d22f3491-c18f-43b1-9fd9-7ce91b277186} event:/char/enemy/carrion_eater_vo_hurt
{601e61e6-579e-46b0-a26a-5a1361baccd3} event:/char/enemy/cauldron_empty_vo_aggro
{2b4b7952-feea-4334-b745-ae434ec55bf1} event:/char/enemy/cauldron_empty_vo_death
{36952169-c5f9-4db7-86b6-134a5c701541} event:/char/enemy/cauldron_empty_vo_hurt
{edcc4f95-b6db-44c8-9e08-622e20ecdbcc} event:/char/enemy/cauldron_full_captor_full_action
{830017e7-6462-483f-ab83-4743d0360d8f} event:/char/enemy/cauldron_full_vo_aggro
{8fe96ec2-c646-4c67-8d9f-bb2f9ec0c9d4} event:/char/enemy/cauldron_full_vo_death
{4a019385-c845-4a0f-8cfe-ea45df5e572a} event:/char/enemy/cauldron_full_vo_hurt
{7d4e9d74-be6d-4cf1-a705-c9dda25fd6a9} event:/char/enemy/cell_battle_battlecell_bam
{974c44c5-c94c-45a6-a58c-59e3d97f51d3} event:/char/enemy/cell_battle_battlecell_bam_miss
{b55f9c36-e691-4bba-930d-13d4cb8fd533} event:/char/enemy/cell_battle_move
{2b676100-94ad-4d76-a962-dfbf3fca8e14} event:/char/enemy/cell_battle_vo_aggro
{93452a4d-bc86-4d2b-bcfa-e5d5f4302d4b} event:/char/enemy/cell_battle_vo_crit
{f63e3b59-855f-45c4-9c97-fb832412c0bb} event:/char/enemy/cell_battle_vo_death
{a6a93ce3-2813-4653-a274-f6f2eee83b88} event:/char/enemy/cell_battle_vo_hurt
{322592d8-3f45-4265-a8f9-cb5395a1cee0} event:/char/enemy/cell_white_cell_reconstruct
{d82bf582-dbda-4d5b-b5ac-415c62d3b596} event:/char/enemy/cell_white_cell_shuffle
{17c2d8e7-3b18-4521-adda-d31b64fd4fab} event:/char/enemy/cell_white_cell_teleport
{cf4ffb58-4932-4db4-823a-e0f98fa0fb06} event:/char/enemy/cell_white_cell_teleport_miss
{a28968da-53a8-4e50-a234-c9cfb5301e9b} event:/char/enemy/cell_white_move
{ac7d49b3-2fb8-4895-88ba-cb8e1ecc1ced} event:/char/enemy/cell_white_vo_aggro
{2f1b62bf-691d-477a-8eef-aabe8f6ab364} event:/char/enemy/cell_white_vo_crit
{c4bc9120-c483-4df7-8d78-0fbcbce451bd} event:/char/enemy/cell_white_vo_death
{401535c7-763e-48e6-8413-413a41e0fc1f} event:/char/enemy/cell_white_vo_hurt
{12deef2d-8cff-44f7-9d1b-e9d1fc7af464} event:/char/enemy/collector_battle_head_chomp
{7d10aff6-410f-4390-8ce0-5739aef42ee1} event:/char/enemy/collector_battle_head_chomp_miss
{74e71199-6179-4c7c-98d3-e59f96244340} event:/char/enemy/collector_battle_move
{053e0fe6-30e2-4b57-ae38-30721720be13} event:/char/enemy/collector_battle_vo_aggro
{d5e63952-5707-4726-83b5-44da1bcc09ba} event:/char/enemy/collector_battle_vo_crit
{ed74cc62-6362-432a-ad98-a5686fac10a7} event:/char/enemy/collector_battle_vo_death
{86913918-f1a5-4834-aa34-aceeb2a72157} event:/char/enemy/collector_battle_vo_hurt
{bbd6e8c4-0915-4f37-b1b8-cec8b77de07f} event:/char/enemy/collector_collect_call
{9cfca700-4754-4b78-bf81-7d0a3ed26c3a} event:/char/enemy/collector_life_steal
{aca45444-1a2b-43a7-b867-d87500ed04cd} event:/char/enemy/collector_life_steal_miss
{e6a106f4-0ae2-4ccb-805d-16f981f05883} event:/char/enemy/collector_move
{715ed265-1719-4fce-a1fa-0a2f5f3a4eea} event:/char/enemy/collector_protect_head_guard
{06234b7d-f40c-41f9-bef8-44910c7fb074} event:/char/enemy/collector_protect_move
{941222ab-16ee-4415-8ea6-461dd12690f0} event:/char/enemy/collector_protect_vo_aggro
{604c55fb-d87d-40ec-8e37-db8b59883289} event:/char/enemy/collector_protect_vo_crit
{f97c06ad-bffb-40ae-9835-7a0113aa99be} event:/char/enemy/collector_protect_vo_death
{3523a780-6483-45d1-a4e5-d335039a73ab} event:/char/enemy/collector_protect_vo_hurt
{6fa49a83-3bfd-4099-a3d1-0c49d476f8a8} event:/char/enemy/collector_shaman_head_buff
{8d69285e-55e4-4651-b089-5b4d9271d918} event:/char/enemy/collector_shaman_head_heal
{24fb8039-d83c-4a67-87de-a26fd070c2e6} event:/char/enemy/collector_shaman_move
{70b14151-7a17-4fc5-b2da-5b4154cdd7c2} event:/char/enemy/collector_shaman_vo_aggro
{9645720e-3d75-47bf-b42f-41de37e802c4} event:/char/enemy/collector_shaman_vo_crit
{a4713730-58ac-4735-9118-16108cef9d3c} event:/char/enemy/collector_shaman_vo_death
{174308b4-f74c-404c-8e49-f3fec6b52342} event:/char/enemy/collector_shaman_vo_hurt
{0b38dc9e-5655-4920-ad6e-6cf02eef6727} event:/char/enemy/collector_show_collection
{c26f080b-cef0-4cff-8522-ac2e8b213c1c} event:/char/enemy/collector_vo_aggro
{1d267860-a3f6-4f20-bd44-149dcce75e3a} event:/char/enemy/collector_vo_crit
{d63a3c16-c97d-4728-893d-13995afb6891} event:/char/enemy/collector_vo_death
{7b4b3f50-fec3-45fe-b21a-95e8717ac4ef} event:/char/enemy/collector_vo_hurt
{fb735cff-16b8-4168-9e37-b7a83bd8928d} event:/char/enemy/corpse_large_vo_aggro
{8bcf94bc-6ff2-45e0-ad1f-5bc1e25a3dae} event:/char/enemy/corpse_large_vo_crit
